SOURCE,RID,D_ROLE,D_EXP,AC1,AC2,TA_1,TA_2,TA_3,TA_4,TA_5,RA_1,RA_2,RA_3,RA_4,RA_5,AT_1,AT_2,AT_3,AT_4,AT_5,SAP_1,SAP_2,SAP_3,SAP_4,SAP_5,FR_1,FR_2,FR_3,FR_4,FR_5,IR_1,IR_2,IR_3,IR_4,IR_5,RPG_1,RPG_2,RPG_3,RPG_4,RPG_5,PMI_1,PMI_2,PMI_3,PMI_4,PMI_5,AJQ_1,AJQ_2,AJQ_3,AJQ_4,AJQ_5,APR_1,APR_2,APR_3,APR_4,APR_5,RAB_1,RAB_2,RAB_3,RAB_4,RAB_5
SIMULATED_PRACTICE_DATA,SIM_0088,Credit/loan review,6 to 10 years,2,4,3,4,4,2,4,3,4,4,2,4,5,5,5,2,4,4,4,4,2,4,3,2,3,4,4,4,5,4,3,4,4,4,5,2,5,5,3,4,3,2,3,4,5,1,4,5,5,3,2,3,5,5,4,2,4
SIMULATED_PRACTICE_DATA,SIM_0089,Credit/loan review,2 to 5 years,2,4,4,4,4,2,5,3,5,4,2,3,5,4,4,1,5,3,4,3,3,3,4,4,5,2,4,5,4,4,2,5,5,5,4,2,5,5,5,3,1,4,5,5,4,1,5,5,5,5,1,5,4,4,4,3,4
SIMULATED_PRACTICE_DATA,SIM_0090,Enterprise risk,2 to 5 years,2,4,3,4,5,2,4,5,5,5,2,4,4,4,2,3,5,5,5,5,1,4,3,3,4,2,3,5,5,4,2,5,3,4,5,1,4,3,5,3,3,4,5,5,3,2,4,4,3,3,2,4,5,4,5,1,5
SIMULATED_PRACTICE_DATA,SIM_0091,Quality assurance,16+ years,2,4,3,2,4,2,4,2,3,3,3,3,2,4,3,4,2,3,3,5,2,2,5,5,5,1,4,3,4,5,3,4,3,4,3,3,3,5,4,5,3,4,3,4,3,3,5,4,4,3,2,5,3,3,3,4,4
SIMULATED_PRACTICE_DATA,SIM_0092,SOX controls,2 to 5 years,2,4,4,5,4,1,5,4,3,3,3,3,4,4,2,3,3,2,4,3,4,2,5,4,4,2,4,4,3,3,3,3,4,4,4,4,3,4,3,3,2,5,4,3,3,2,3,3,4,2,1,4,4,5,4,2,4
SIMULATED_PRACTICE_DATA,SIM_0093,External audit,2 to 5 years,2,4,3,2,3,3,4,3,4,3,3,3,4,4,3,2,5,4,4,4,2,3,5,5,5,1,4,5,4,4,1,4,3,3,3,3,2,2,3,2,3,4,3,4,3,2,4,5,5,4,2,4,5,4,4,1,5
SIMULATED_PRACTICE_DATA,SIM_0094,Internal audit,11 to 15 years,2,4,3,1,3,4,1,3,3,4,4,3,2,2,2,4,2,4,2,3,2,4,3,2,3,4,2,3,4,4,3,3,2,3,2,3,3,1,5,3,2,2,3,4,4,2,3,3,4,1,3,3,2,3,1,3,4
SIMULATED_PRACTICE_DATA,SIM_0095,External audit,11 to 15 years,2,4,2,2,1,2,1,2,2,2,4,4,3,2,3,5,2,3,3,5,3,3,3,1,1,5,3,1,3,3,4,2,2,2,2,3,2,3,3,3,4,3,4,3,2,4,2,3,3,3,3,4,4,4,3,3,3
SIMULATED_PRACTICE_DATA,SIM_0096,Credit/loan review,Less than 2 years,2,2,4,3,4,1,4,3,4,5,2,5,5,4,4,1,4,5,5,5,2,5,5,4,5,2,4,4,5,5,1,5,4,5,4,1,4,5,4,5,1,4,5,4,4,1,5,3,4,4,1,4,3,2,4,1,3
SIMULATED_PRACTICE_DATA,SIM_0097,Compliance testing,Less than 2 years,2,4,2,3,5,2,4,3,3,3,3,4,4,4,4,3,5,4,4,4,3,3,4,3,2,2,5,2,2,4,3,3,4,4,4,2,5,4,5,4,2,4,5,5,5,3,4,4,3,5,1,5,4,4,3,1,4
SIMULATED_PRACTICE_DATA,SIM_0098,Enterprise risk,2 to 5 years,2,4,4,3,4,2,5,4,5,3,2,5,5,4,3,1,4,3,3,2,3,3,3,3,3,2,5,4,3,3,2,3,5,4,5,2,5,5,4,3,1,3,3,3,3,5,3,4,4,2,3,3,4,5,4,4,4
SIMULATED_PRACTICE_DATA,SIM_0099,Quality assurance,2 to 5 years,2,4,4,3,5,2,4,5,4,4,2,5,4,5,5,1,5,4,2,3,2,5,4,4,4,2,3,5,4,3,2,4,4,3,2,3,4,5,3,5,1,5,4,4,4,2,4,5,3,4,2,5,4,4,3,3,2
SIMULATED_PRACTICE_DATA,SIM_0100,Compliance testing,6 to 10 years,2,4,3,4,3,2,4,5,5,4,1,4,3,3,2,2,3,3,2,2,3,5,4,4,3,3,3,2,2,5,4,3,4,3,3,3,3,3,4,5,2,4,3,2,2,3,2,3,2,3,2,3,3,3,4,3,5
SIMULATED_PRACTICE_DATA,SIM_0101,Enterprise risk,11 to 15 years,2,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,2,3,4,4,4,3,3,3,3,2,2,3,3,3,2,4,3,2,5,3,4,3,3,4,3,2,3,4,4,5,2,4,3,5,3,2,4
SIMULATED_PRACTICE_DATA,SIM_0102,Credit/loan review,11 to 15 years,2,4,1,3,3,4,3,3,1,2,4,2,2,2,3,2,3,4,3,3,3,3,4,3,3,3,3,4,4,3,3,4,3,3,3,4,4,2,3,3,3,3,3,5,4,3,4,3,4,4,3,2,3,5,3,2,4
SIMULATED_PRACTICE_DATA,SIM_0103,Internal audit,6 to 10 years,2,4,4,4,3,4,4,3,5,3,2,4,3,3,4,2,5,3,4,3,2,5,3,4,4,1,4,4,3,5,2,4,5,5,4,1,4,4,2,3,3,2,2,3,4,2,3,2,4,3,3,4,5,4,4,2,4
SIMULATED_PRACTICE_DATA,SIM_0104,Internal audit,Less than 2 years,2,4,2,2,4,4,2,5,5,4,2,5,4,4,1,2,4,1,1,1,5,1,4,4,4,3,3,3,2,3,3,2,3,4,3,1,3,2,3,4,2,3,3,3,3,3,4,4,3,3,2,2,5,5,5,1,4
SIMULATED_PRACTICE_DATA,SIM_0105,Enterprise risk,Less than 2 years,2,4,5,5,4,1,5,5,5,4,1,5,5,4,5,1,5,4,3,4,2,3,4,4,5,2,4,4,5,5,1,4,4,5,4,1,3,4,5,4,1,4,5,5,4,1,5,5,4,5,1,4,5,5,5,1,5
SIMULATED_PRACTICE_DATA,SIM_0106,Internal audit,6 to 10 years,2,4,2,3,4,2,4,5,4,4,2,5,4,4,1,3,5,2,3,3,2,3,4,3,4,2,5,4,3,4,2,4,3,5,4,2,3,4,3,5,3,4,3,4,4,1,4,3,2,3,3,2,4,4,4,1,4
SIMULATED_PRACTICE_DATA,SIM_0107,Credit/loan review,6 to 10 years,2,4,4,2,5,1,4,4,5,3,2,5,3,3,5,3,2,3,3,4,2,3,4,4,3,1,4,5,4,5,1,4,4,4,5,1,4,4,5,4,1,4,4,4,4,2,4,4,4,4,3,4,3,3,5,2,4
SIMULATED_PRACTICE_DATA,SIM_0108,External audit,6 to 10 years,2,4,5,3,4,2,4,2,1,3,5,3,2,2,4,3,3,4,3,4,3,4,4,3,3,3,3,3,3,3,3,3,5,3,4,1,4,2,2,2,3,2,3,5,5,3,4,3,2,4,4,4,4,4,5,2,4
SIMULATED_PRACTICE_DATA,SIM_0109,Compliance testing,11 to 15 years,2,4,5,5,4,2,5,1,3,2,4,3,4,4,4,2,4,3,2,3,2,4,3,3,5,3,3,5,3,4,3,3,4,3,3,3,4,3,5,3,2,4,3,3,3,3,4,4,4,3,1,4,4,4,3,3,4
SIMULATED_PRACTICE_DATA,SIM_0110,Quality assurance,11 to 15 years,2,4,3,2,2,4,1,3,2,1,3,3,3,3,4,5,3,4,4,2,3,4,2,3,3,3,2,2,3,3,4,2,2,1,2,2,2,2,3,1,4,4,4,3,2,3,2,3,4,5,1,4,3,3,4,3,3
SIMULATED_PRACTICE_DATA,SIM_0111,External audit,6 to 10 years,2,4,3,1,4,4,3,3,4,3,2,3,5,4,2,2,5,2,2,3,4,3,3,3,3,2,2,3,2,4,4,4,2,3,3,3,3,3,2,3,3,3,4,3,2,3,3,5,3,3,2,3,3,3,3,3,3
SIMULATED_PRACTICE_DATA,SIM_0112,Internal audit,6 to 10 years,2,4,4,5,4,2,4,5,5,4,2,4,5,4,4,1,5,3,2,2,3,4,3,4,2,4,2,4,5,5,1,5,4,4,5,2,2,5,5,4,2,3,3,4,4,2,2,4,3,4,3,2,2,4,3,4,2
SIMULATED_PRACTICE_DATA,SIM_0113,Internal audit,6 to 10 years,2,4,3,3,4,2,2,3,4,4,2,4,3,2,4,2,3,4,4,3,2,5,4,5,4,2,4,5,5,5,3,2,2,4,4,1,3,3,3,4,2,4,3,4,3,2,3,3,5,4,2,4,4,5,3,2,4
SIMULATED_PRACTICE_DATA,SIM_0114,Compliance testing,2 to 5 years,2,4,2,2,3,3,3,5,3,3,2,4,4,4,3,3,3,3,4,4,2,4,3,3,2,3,3,4,4,4,2,2,4,4,4,3,4,3,3,3,2,3,3,4,3,2,3,3,3,3,2,2,2,3,3,3,4
SIMULATED_PRACTICE_DATA,SIM_0115,Credit/loan review,6 to 10 years,2,4,2,4,5,2,4,2,2,3,4,2,3,4,3,3,2,4,2,3,4,3,2,4,3,2,3,4,3,3,3,5,5,3,3,2,5,3,3,4,2,3,4,4,3,3,4,3,3,2,2,4,4,3,3,2,3
SIMULATED_PRACTICE_DATA,SIM_0116,External audit,2 to 5 years,2,4,2,2,4,2,3,4,5,4,2,3,3,2,4,3,4,4,3,3,1,3,4,3,3,3,4,4,3,3,3,4,5,5,5,1,5,5,3,3,2,4,3,3,3,3,3,3,2,3,3,2,4,3,4,3,2
SIMULATED_PRACTICE_DATA,SIM_0117,Compliance testing,Less than 2 years,2,4,3,4,2,4,4,3,2,3,3,2,3,3,3,2,4,5,5,4,1,4,3,4,4,1,3,4,3,4,2,3,4,4,3,3,3,2,4,3,4,2,3,5,5,1,4,4,4,5,3,4,3,4,3,2,4
SIMULATED_PRACTICE_DATA,SIM_0118,Compliance testing,Less than 2 years,2,4,3,2,2,4,2,4,4,3,4,3,2,3,5,3,3,3,3,3,2,3,3,4,2,3,4,4,4,4,4,4,4,4,4,2,5,3,2,3,3,2,1,2,3,4,2,4,2,3,3,4,1,3,3,2,4
SIMULATED_PRACTICE_DATA,SIM_0119,Quality assurance,16+ years,2,4,3,3,2,3,2,3,3,3,3,3,3,4,4,2,4,3,4,3,3,3,2,3,4,4,1,3,2,3,2,5,5,4,4,2,5,4,4,5,2,5,4,5,4,1,5,3,5,4,2,3,3,4,4,4,3
SIMULATED_PRACTICE_DATA,SIM_0120,SOX controls,16+ years,2,4,5,5,5,3,3,4,4,4,1,4,4,5,5,1,5,3,4,3,1,5,4,3,3,3,4,3,3,3,3,4,5,5,5,3,5,3,4,4,3,3,5,4,5,3,3,3,4,4,2,5,4,3,4,2,3
SIMULATED_PRACTICE_DATA,SIM_0121,Compliance testing,16+ years,2,4,4,3,4,2,4,4,3,3,3,4,2,3,3,3,2,4,4,4,2,5,3,4,5,2,5,2,3,2,4,3,4,4,4,2,4,4,2,4,2,4,4,5,2,2,4,5,4,5,2,4,3,3,4,3,4
SIMULATED_PRACTICE_DATA,SIM_0122,Quality assurance,2 to 5 years,2,4,2,2,3,3,4,3,4,5,2,1,3,4,4,1,4,5,5,4,1,4,4,5,3,1,4,5,4,4,1,5,4,3,3,2,2,3,5,3,2,4,5,4,4,3,5,4,3,3,3,5,3,5,5,2,3
SIMULATED_PRACTICE_DATA,SIM_0123,External audit,16+ years,2,4,3,3,4,3,2,3,3,2,4,2,4,5,3,2,5,5,5,4,1,4,3,3,4,4,4,5,3,4,1,4,3,3,2,2,4,2,4,2,3,3,4,2,4,3,3,2,4,4,2,4,4,4,4,1,4
SIMULATED_PRACTICE_DATA,SIM_0124,Credit/loan review,Less than 2 years,2,3,5,5,4,1,5,4,5,4,2,5,4,4,5,1,4,5,3,4,2,4,4,4,4,1,5,5,5,4,2,5,5,3,4,3,3,4,5,4,2,3,5,5,4,2,5,4,4,4,2,4,4,3,4,3,2
SIMULATED_PRACTICE_DATA,SIM_0125,Enterprise risk,2 to 5 years,2,4,5,4,4,3,3,3,4,5,2,4,3,5,5,4,5,5,5,5,1,5,3,4,3,1,5,4,4,3,3,4,4,4,4,4,4,4,4,4,2,5,5,3,3,1,4,4,5,4,1,5,4,4,3,2,4
SIMULATED_PRACTICE_DATA,SIM_0126,Internal audit,6 to 10 years,2,4,5,5,5,1,5,5,4,5,1,3,4,4,3,2,4,3,4,4,3,4,5,5,5,2,4,5,4,3,1,4,5,5,5,2,5,4,5,5,2,5,4,4,5,2,4,5,5,5,1,5,3,5,4,2,4
SIMULATED_PRACTICE_DATA,SIM_0127,Compliance testing,11 to 15 years,2,4,3,3,4,4,3,4,5,3,2,4,4,3,3,2,5,4,4,4,1,4,1,1,2,3,1,3,2,4,3,4,4,5,5,3,5,3,5,5,1,4,4,4,4,2,3,4,4,4,2,4,4,3,4,1,4
SIMULATED_PRACTICE_DATA,SIM_0128,Enterprise risk,6 to 10 years,2,4,4,5,5,1,4,4,5,5,2,4,5,5,4,1,5,4,5,3,2,3,4,4,4,1,4,4,5,4,2,4,4,4,4,2,5,3,4,4,2,4,5,3,5,2,5,4,5,4,1,5,5,4,3,2,5
SIMULATED_PRACTICE_DATA,SIM_0129,Internal audit,Less than 2 years,2,4,2,3,4,2,3,4,4,4,2,3,3,2,4,3,3,3,3,3,3,4,4,5,5,3,4,3,3,3,2,4,3,3,4,5,4,3,4,3,4,3,4,5,4,3,4,3,3,3,3,4,4,3,3,3,4
SIMULATED_PRACTICE_DATA,SIM_0130,Internal audit,6 to 10 years,2,4,5,5,4,1,5,3,5,4,2,4,4,5,5,1,5,3,3,3,2,3,4,2,3,2,4,4,4,4,1,4,4,5,5,1,4,3,3,4,2,2,5,5,5,2,4,3,3,4,2,4,4,4,5,1,5
SIMULATED_PRACTICE_DATA,SIM_0131,Internal audit,Less than 2 years,2,4,5,5,5,1,5,3,3,4,3,2,4,5,3,2,4,4,4,4,1,4,4,4,4,2,4,3,4,4,2,3,4,4,5,2,4,5,4,3,1,3,3,4,4,4,2,4,4,4,2,4,3,5,5,3,5
SIMULATED_PRACTICE_DATA,SIM_0132,SOX controls,2 to 5 years,2,4,5,4,5,1,4,3,3,3,2,3,4,4,4,2,4,5,5,5,2,4,3,4,3,3,2,3,3,4,3,4,3,4,4,3,3,4,4,4,1,5,4,4,5,3,4,4,5,4,1,5,5,3,4,3,5
SIMULATED_PRACTICE_DATA,SIM_0133,Compliance testing,2 to 5 years,2,4,5,4,5,2,4,2,2,2,4,3,3,3,3,3,3,3,4,4,2,3,3,4,3,3,2,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,4,3,3,3,5,3,4,3,3,4,3,2,3,4,3
SIMULATED_PRACTICE_DATA,SIM_0134,SOX controls,2 to 5 years,2,4,4,5,4,2,4,3,5,4,1,4,3,2,3,3,3,4,3,4,3,4,5,4,4,1,4,5,5,3,1,3,4,3,4,2,3,5,4,5,1,4,5,4,4,1,4,4,4,5,2,5,4,5,4,1,4
SIMULATED_PRACTICE_DATA,SIM_0135,Internal audit,11 to 15 years,2,4,5,4,4,2,3,2,2,3,2,4,4,4,5,2,3,5,5,5,2,5,3,2,2,5,3,4,4,3,4,3,2,3,3,2,3,5,3,4,2,4,2,2,4,4,3,2,3,3,2,3,4,2,3,2,4
SIMULATED_PRACTICE_DATA,SIM_0136,Internal audit,Less than 2 years,2,4,3,4,4,2,2,1,1,1,5,2,3,3,4,2,4,2,3,2,2,1,3,3,4,3,3,1,4,4,2,3,4,4,4,2,4,3,4,3,4,3,4,4,3,4,2,3,3,4,3,3,4,3,3,2,3
SIMULATED_PRACTICE_DATA,SIM_0137,Enterprise risk,Less than 2 years,2,4,3,2,3,3,2,4,3,2,2,3,1,2,1,4,2,5,4,5,1,5,2,4,3,4,1,3,2,3,3,5,3,3,5,1,3,2,2,4,2,4,4,4,3,4,4,3,2,2,3,3,3,3,2,4,2
SIMULATED_PRACTICE_DATA,SIM_0138,Internal audit,6 to 10 years,2,3,3,3,2,5,4,2,2,3,4,5,4,2,3,3,2,2,4,3,3,2,3,3,4,2,2,4,4,4,2,3,3,4,4,2,4,3,5,3,2,2,2,4,4,3,3,2,2,4,3,3,2,3,3,4,3
SIMULATED_PRACTICE_DATA,SIM_0139,Compliance testing,Less than 2 years,2,4,4,3,4,3,2,5,5,4,2,4,4,4,4,3,4,3,2,2,4,3,2,3,3,2,2,3,3,2,3,3,4,3,3,2,5,5,5,5,1,5,4,3,3,1,4,3,4,4,2,3,4,3,2,3,3
SIMULATED_PRACTICE_DATA,SIM_0140,Credit/loan review,2 to 5 years,2,4,3,2,3,3,4,4,3,3,2,4,3,3,4,3,3,3,4,4,2,4,4,4,5,3,5,4,5,5,2,4,3,3,3,3,4,4,2,5,3,4,3,3,2,3,3,4,4,4,3,2,5,4,4,2,5
SIMULATED_PRACTICE_DATA,SIM_0141,Credit/loan review,Less than 2 years,2,4,3,2,4,4,4,4,4,4,4,4,4,5,2,2,3,4,5,5,3,1,3,2,2,3,3,3,2,3,4,1,4,3,3,3,3,3,3,5,1,4,3,2,3,3,4,3,4,3,3,4,3,5,4,2,4
SIMULATED_PRACTICE_DATA,SIM_0142,Quality assurance,2 to 5 years,2,4,2,3,2,3,3,5,5,4,1,5,4,4,3,2,4,4,3,2,3,2,5,4,5,2,4,4,5,5,2,4,5,4,5,1,3,4,4,4,1,3,4,4,3,2,2,4,5,4,1,4,5,3,5,2,4
SIMULATED_PRACTICE_DATA,SIM_0143,SOX controls,11 to 15 years,2,4,5,5,5,1,4,3,4,4,2,4,5,5,4,1,5,4,3,3,3,3,2,2,2,4,2,3,2,3,3,3,5,4,4,2,3,5,5,5,1,5,4,4,5,1,4,4,5,4,2,3,4,4,3,3,4
SIMULATED_PRACTICE_DATA,SIM_0144,Quality assurance,Less than 2 years,2,4,5,5,5,1,4,5,5,4,1,2,4,4,4,1,4,4,4,3,2,5,4,3,4,2,3,4,4,3,2,4,3,3,4,2,2,3,4,5,3,4,5,5,5,2,3,3,3,3,2,3,5,4,4,2,5
SIMULATED_PRACTICE_DATA,SIM_0145,Enterprise risk,Less than 2 years,2,4,4,4,4,1,4,4,4,4,2,3,4,3,5,2,4,4,4,5,3,4,5,5,5,1,5,4,4,4,1,4,5,3,4,4,3,5,4,4,1,4,2,4,4,2,4,3,3,5,3,3,5,3,3,1,3
SIMULATED_PRACTICE_DATA,SIM_0146,Internal audit,11 to 15 years,2,4,4,4,4,2,4,4,5,4,2,5,4,4,4,3,4,4,3,2,2,4,5,5,3,1,3,4,5,3,3,4,5,5,5,3,4,4,3,5,2,3,3,3,2,2,4,3,3,2,2,3,3,3,3,3,3
SIMULATED_PRACTICE_DATA,SIM_0147,Internal audit,2 to 5 years,2,4,4,4,2,1,4,3,4,3,2,4,3,4,3,3,3,5,4,4,3,4,4,3,4,2,5,4,2,3,2,2,4,5,4,2,5,2,4,3,2,3,4,4,3,2,2,3,3,5,3,2,3,5,3,2,3
SIMULATED_PRACTICE_DATA,SIM_0148,Internal audit,6 to 10 years,2,4,3,3,2,4,4,4,4,4,2,3,3,2,2,3,4,4,5,4,1,4,5,5,4,2,4,3,5,4,2,5,5,5,5,2,5,3,2,4,3,3,3,3,2,3,2,2,4,4,4,3,3,2,3,2,5
SIMULATED_PRACTICE_DATA,SIM_0149,Internal audit,2 to 5 years,2,4,2,2,1,4,2,3,4,4,1,4,4,5,4,1,2,2,2,2,4,2,2,2,2,5,3,3,3,3,4,2,4,2,3,3,2,4,5,4,2,5,2,4,3,1,4,3,3,3,3,3,5,4,4,3,4
SIMULATED_PRACTICE_DATA,SIM_0150,Quality assurance,2 to 5 years,2,4,3,2,2,2,2,4,4,3,2,3,3,2,5,4,2,4,5,4,2,5,4,4,3,3,4,3,2,3,3,2,3,2,1,4,2,3,4,3,4,4,4,5,4,3,3,5,5,4,1,5,3,3,2,3,3
SIMULATED_PRACTICE_DATA,SIM_0151,Internal audit,6 to 10 years,2,4,5,4,4,2,3,4,3,4,3,4,3,5,4,2,3,2,3,1,3,3,2,2,2,3,3,1,2,3,5,2,3,3,3,4,2,4,3,4,2,3,2,3,3,3,4,2,3,2,2,5,3,3,3,4,3
SIMULATED_PRACTICE_DATA,SIM_0152,Enterprise risk,6 to 10 years,2,4,3,5,3,3,4,4,4,3,1,3,3,5,3,2,5,4,3,2,3,4,5,4,5,1,4,5,5,5,1,5,5,5,5,1,5,4,2,3,2,4,4,4,5,2,4,4,5,5,2,4,5,5,5,1,4
SIMULATED_PRACTICE_DATA,SIM_0153,SOX controls,6 to 10 years,2,4,2,1,1,3,2,4,3,2,3,3,3,2,4,2,2,2,1,1,5,4,2,2,2,3,4,2,3,3,3,1,3,3,3,2,3,5,2,3,3,2,2,4,2,3,4,3,4,4,2,5,1,1,3,3,3
SIMULATED_PRACTICE_DATA,SIM_0154,Internal audit,Less than 2 years,2,4,3,3,3,3,3,3,3,2,3,4,4,4,4,2,5,4,4,3,1,4,2,2,3,5,3,4,5,4,2,3,4,4,4,2,3,4,4,2,3,5,3,4,3,2,3,2,3,2,3,2,4,3,3,3,5
SIMULATED_PRACTICE_DATA,SIM_0155,External audit,16+ years,2,4,3,3,4,4,3,2,5,3,3,4,4,4,5,2,3,5,4,5,3,5,4,3,3,3,4,3,3,3,2,4,4,4,5,3,4,4,4,3,3,3,4,2,4,3,3,4,3,3,3,3,4,1,3,4,2
SIMULATED_PRACTICE_DATA,SIM_0156,External audit,6 to 10 years,2,4,5,5,4,2,4,5,3,4,2,5,4,4,4,2,4,5,4,5,1,5,4,4,4,2,4,4,3,4,1,3,4,4,5,2,4,5,3,5,2,5,3,3,3,2,5,3,4,4,2,4,3,4,4,2,3
SIMULATED_PRACTICE_DATA,SIM_0157,Enterprise risk,6 to 10 years,2,4,4,3,3,3,2,4,5,3,3,2,5,4,3,3,3,4,4,5,2,3,5,5,5,1,3,5,5,4,1,3,4,4,5,1,3,3,4,3,3,4,5,3,4,2,2,4,3,3,3,4,4,4,5,3,4
SIMULATED_PRACTICE_DATA,SIM_0158,Quality assurance,6 to 10 years,2,4,4,4,5,1,4,3,4,5,3,4,4,3,5,1,4,5,4,3,2,4,3,2,2,3,5,3,3,2,3,3,2,4,3,1,3,5,3,5,1,4,3,3,3,2,4,3,3,2,2,3,3,3,2,2,4
SIMULATED_PRACTICE_DATA,SIM_0159,Credit/loan review,11 to 15 years,2,4,4,4,3,2,3,5,4,3,2,3,5,3,5,2,4,4,4,4,2,5,5,4,4,2,4,5,4,4,3,4,5,5,5,1,5,4,5,5,2,4,4,5,4,3,3,5,5,4,1,4,4,5,5,1,4
SIMULATED_PRACTICE_DATA,SIM_0160,External audit,2 to 5 years,2,4,4,4,4,3,4,5,5,5,2,4,4,5,5,2,3,4,3,5,1,5,4,4,4,3,3,4,4,4,1,3,4,3,4,2,4,3,4,3,2,5,2,4,3,4,3,3,2,3,3,3,4,2,4,2,4
SIMULATED_PRACTICE_DATA,SIM_0161,Enterprise risk,11 to 15 years,2,4,4,5,5,1,4,3,3,3,3,2,3,3,2,3,1,3,4,3,1,4,5,3,5,2,3,3,2,3,4,4,2,2,3,2,3,5,5,4,2,4,4,4,4,1,3,3,5,4,1,4,3,2,4,3,3
SIMULATED_PRACTICE_DATA,SIM_0162,Compliance testing,11 to 15 years,2,4,3,3,2,3,4,4,3,4,3,4,4,4,4,2,3,3,3,3,2,3,4,4,4,4,3,3,3,2,2,3,4,4,3,3,2,4,4,2,3,2,5,2,3,2,3,5,5,3,1,5,4,3,4,2,5
SIMULATED_PRACTICE_DATA,SIM_0163,Internal audit,11 to 15 years,2,4,4,4,4,2,3,4,4,2,4,3,3,4,4,3,4,4,4,4,2,3,4,5,4,3,5,4,4,4,1,4,4,4,4,2,4,2,3,4,2,3,4,4,2,1,3,4,4,3,2,4,4,5,3,1,3
SIMULATED_PRACTICE_DATA,SIM_0164,Enterprise risk,11 to 15 years,2,4,4,4,3,3,3,4,3,5,1,4,3,3,4,2,5,4,4,1,2,4,4,5,5,2,3,4,4,4,1,4,3,5,4,3,5,3,1,3,3,4,4,5,4,2,3,4,4,4,2,4,5,4,4,1,3
SIMULATED_PRACTICE_DATA,SIM_0165,Enterprise risk,6 to 10 years,2,4,3,4,3,2,3,3,3,3,3,4,5,3,4,2,2,4,4,4,2,3,2,3,4,4,3,3,3,4,2,2,3,2,4,4,3,4,4,4,3,5,5,4,5,1,5,5,3,3,3,4,4,4,5,2,4
SIMULATED_PRACTICE_DATA,SIM_0166,Internal audit,6 to 10 years,2,3,4,4,4,1,4,3,3,4,3,4,4,4,3,2,4,4,5,4,1,4,4,3,5,3,4,3,4,5,2,2,4,5,5,1,4,4,2,3,2,3,5,3,4,2,4,4,4,5,2,4,5,4,4,2,4
SIMULATED_PRACTICE_DATA,SIM_0167,Enterprise risk,2 to 5 years,2,4,4,3,3,2,4,3,5,3,3,5,4,4,5,3,4,5,4,3,1,4,4,4,4,1,4,2,4,4,4,4,3,4,5,3,3,4,4,4,3,4,5,5,5,2,4,4,4,3,2,3,3,4,3,2,5
SIMULATED_PRACTICE_DATA,SIM_0168,Internal audit,2 to 5 years,2,4,4,4,4,3,3,2,3,4,3,4,3,4,4,2,5,3,4,4,3,3,3,2,4,1,3,4,3,4,1,4,4,3,3,4,5,2,3,4,2,4,2,3,3,4,3,4,4,5,2,4,5,4,4,3,5
SIMULATED_PRACTICE_DATA,SIM_0169,Credit/loan review,Less than 2 years,2,4,3,3,3,3,3,4,2,4,3,3,4,4,3,2,5,4,3,4,3,2,4,4,2,3,4,5,5,5,1,5,4,5,4,1,4,4,5,5,2,5,4,3,4,3,4,5,5,5,1,5,5,5,5,2,5
SIMULATED_PRACTICE_DATA,SIM_0170,Credit/loan review,2 to 5 years,2,4,5,5,4,3,4,4,4,5,1,5,5,5,4,1,5,4,5,5,2,4,5,5,5,2,5,3,3,2,3,5,3,3,4,2,4,5,5,5,1,5,5,4,5,1,5,5,3,4,1,4,4,4,4,2,5
SIMULATED_PRACTICE_DATA,SIM_0171,Enterprise risk,2 to 5 years,2,4,4,3,3,2,4,4,4,5,3,5,3,4,3,2,4,2,2,2,3,4,2,4,3,3,4,4,3,5,2,3,4,3,2,3,3,2,4,2,5,3,4,4,4,3,3,3,3,4,2,4,3,3,3,4,3
SIMULATED_PRACTICE_DATA,SIM_0172,Enterprise risk,6 to 10 years,2,4,3,2,3,4,4,3,3,3,4,3,3,2,3,4,2,4,4,3,2,3,5,3,5,1,4,4,3,3,2,3,4,2,3,4,3,4,4,4,2,4,4,5,3,4,3,4,2,2,3,3,2,3,5,2,2
SIMULATED_PRACTICE_DATA,SIM_0173,Internal audit,11 to 15 years,2,4,2,4,2,3,4,3,2,4,3,4,4,5,3,1,4,3,2,2,3,4,3,4,2,3,5,3,3,2,2,3,2,4,3,3,3,3,5,4,2,3,5,4,5,2,5,4,4,5,2,4,5,5,5,2,4
SIMULATED_PRACTICE_DATA,SIM_0174,Enterprise risk,2 to 5 years,2,4,3,5,5,2,3,3,3,5,3,4,3,3,3,4,4,2,2,3,4,3,3,4,5,2,3,5,5,4,1,5,3,2,4,3,3,3,4,4,3,4,3,4,2,4,3,3,3,2,3,2,2,2,3,3,4
SIMULATED_PRACTICE_DATA,SIM_0175,External audit,11 to 15 years,4,4,2,4,3,4,2,2,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,2,3,3,4,4,3,4,2,4,4,3,4,2,5,4,4,2,3,2,2,5,3,3,3,4,3,4,3,4,4,3,4,2,3
SIMULATED_PRACTICE_DATA,SIM_0176,Credit/loan review,6 to 10 years,2,4,3,4,2,2,4,2,3,2,5,4,3,4,2,3,3,4,3,3,3,5,4,3,3,3,1,2,3,3,5,3,3,2,2,4,2,3,2,3,4,2,2,3,2,3,2,2,3,4,4,3,2,3,2,3,2
